_id,OBJECTID,YOL_ID,SHAPE_Length,YOL_ISMI,YOL_TURU,YOL_TIPI,SERIT_SAYISI,KULLANILAN_SERIT,KAPLAMA_CINSI,YOLKN,IBB_KIMLIKNO,ACIKLAMA,UKOME_OZET,UKOME_GIRIS,UKOME_CIKIS,ANAARTER_TIP,SHAPE_Length_1
983,983,1027481,3049.521031,Taşköprü Cad.,2,1,2t,2,Asfalt,1027481,137640,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),41.90881179
984,984,1027508,1234.14916,Dursunbey Cad.,2,1,2t,1,Asfalt,1027508,320261,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),78.72489652
985,985,1027535,638.4964146,Söğütlüçeşme Köprülü Kavşağı,11,3,1t,1,Asfalt,1027535,297123,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),363.1458198
986,986,1027546,54.82407434,Kuşdili Cad.,2,1,2t,2,Asfalt,1027546,287852,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),54.82407434
987,987,1027579,41.32967185,Sütçü Yolu Cad.,2,1,2t,1,Asfalt,1027579,338104,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),41.32967185
988,988,1027590,1187.361721,Şair Arşi Cad.,2,1,1t,1,Asfalt,1027590,195213,(20.08.2002) Karayolları Protokolü ve (20.10.2002) 2002/30 sayılı Bakanlık kararı ile (1.11.2002) Tarihiyle yürürlüğe girmiştir,Anaarter (2002 DEVİR inden Kalan Yollar),20.08.2002 Karayolları Protokolü ve (1.11.2002) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (Mevcut)(11),38.0363227
989,989,1027612,22134.84864,Bağdat Cad.,2,1,2t,2,Asfalt,1027612,361311,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),2.648570869
990,990,1027627,3386.822174,Halk Cad.,2,1,2t,1,Asfalt,1027627,323463,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),69.4681106
991,991,1027732,19.49255206,Kemal Paşa Cad.,2,1,2t,2,Asfalt,1027732,166010,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),19.49255206
992,992,1027863,35.74287292,Emel Sk.,3,1,2t,2,Asfalt,1027863,351026,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),35.74287292
993,993,1027873,188.4961646,Yavuz Selim Cad.,2,1,2t,2,Asfalt,1027873,309061,UKOME2004/1-12 (14.01.2004) Kararıyla ANAARTER oldu.,Anaarter (Mevcut) (1),UKOME2004/1-12 (14.01.2004),Hala Anaarter,Anaarter (Mevcut)(11),55.11066604
994,994,1027958,8918.89404,Kozyatağı Köprülü Kavşağı,11,1,1t,1,Asfalt,1027958,208124,KGM' DEN İBB' YE DEVİR 18.09.2018/105.02/39744 14.09.2018,KGM' DEN İBB' YE DEVİR,İBB Sorumluluğunda,İBB Sorumluluğunda,KGM' DEN İBB' YE DEVİR,107.9588526
995,995,1028020,6011.931111,Şemsettin Günaltay Cad.,2,1,,,Asfalt,1028020,135393,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),5.754949035
996,996,1028080,2932.551569,Ahmet Yesevi Cad.,2,1,2t,2,Asfalt,1028080,337803,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),29.34854877
997,997,1028095,1109.80834,Yedpa Bulvarı,1,1,2t,2,Asfalt,1028095,256995,UKOME2009/8-1 (17.12.2009) Kararıyla ANAARTER oldu,Anaarter (2009/8-1 EKLENEN) (3),UKOME2009/8-1 (17.12.2009),Hala Anaarter,Anaarter (UKOME 2009/8-1 ile)(33),39.22078514
998,998,1028256,946.9039673,Samandıra Köprülü Kavşağı,11,3,1t,1,Asfalt,1028256,301235,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),265.5065429
999,999,1028313,600.4212975,Fener Kalamış Cad.,2,1,3t,3,Asfalt,1028313,437058,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),27.47995555
1000,1000,1028326,1735.473379,Atatürk Cad.,2,1,4t,4,Asfalt,1028326,206840,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),136.8161658
1001,1001,1028404,212.6678695,İnönü Cad.,2,1,2t,2,Asfalt,1028404,149034,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),8.226560966
1002,1002,1028412,43.23231615,Üsküdar Cad.,2,1,2t,2,Asfalt,1028412,337504,UKOME2009/8-1 (17.12.2009) Kararıyla ANAARTER oldu,Anaarter (2009/8-1 EKLENEN) (3),UKOME2009/8-1 (17.12.2009),Hala Anaarter,Anaarter (UKOME 2009/8-1 ile)(33),30.40510569
1003,1003,1028441,139.8083173,Dr. Mithat Süer Sk.,3,1,2t,2,Asfalt,1028441,207706,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),139.8083173
1004,1004,1028445,2738.232982,Prof. Dr. Necmettin Erbakan Cad.,2,1,2t,2,Asfalt,1028445,324299,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),44.30960417
1005,1005,1028451,1978.722629,Ethemefendi Cad.,2,1,1t,1,Asfalt,1028451,297509,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),,Anaarter (Mevcut)(11),83.10695764
1006,1006,1028453,1039.85526,Ayazoğlu Cad.,2,1,2t,2,Asfalt,1028453,171924,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),455.1196004
1007,1007,1028482,141.0338337,Karslı Ahmet Cad.,2,1,3ç,2,Asfalt,1028482,161936,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),66.02157214
1008,1008,1028595,607.8757083,Narçiçeği Sk.,3,1,2t,2,Asfalt,1028595,319952,UKOME2004/1-12 (14.01.2004) Kararıyla ANAARTER oldu.,Anaarter (Mevcut) (1),UKOME2004/1-12 (14.01.2004),Hala Anaarter,Anaarter (Mevcut)(11),49.44228284
1009,1009,1028598,515.0509094,Ahmet Mithatefendi Cad.,2,1,3t,3,Asfalt,1028598,334490,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),168.5000575
1010,1010,1028625,2955.18266,Operatör Cemil Topuzlu Cad.,2,1,2t,2,Asfalt,1028625,315629,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),174.9447565
1011,1011,1028651,94.19359191,Vural Sk.,3,1,2ç,2,Asfalt,1028651,161167,UKOME2004/1-12 (14.01.2004) Kararıyla ANAARTER oldu.,Anaarter (Mevcut) (1),UKOME2004/1-12 (14.01.2004),Hala Anaarter,Anaarter (Mevcut)(11),12.16271997
1012,1012,1028695,149.2615499,Ulubatlı Hasan Sk.,3,1,2ç,1,Asfalt,1028695,169409,UKOME2004/1-12 (14.01.2004) Kararıyla ANAARTER oldu.,Anaarter (Mevcut) (1),UKOME2004/1-12 (14.01.2004),Hala Anaarter,Anaarter (Mevcut)(11),149.2615499
1013,1013,1028739,4924.675694,Başıbüyük Yolu,2,1,2ç,2,Asfalt,1028739,229243,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),330.819093
